chemical,Replication,Concentration,Response,celltype,phenotype
Disulfoton,1,1,0.846118304,iCell Cardiomyocytes,Peak Spacing - 15 min
Endrin,1,1,0.711431807,iCell Cardiomyocytes,Peak Spacing - 15 min
Diazinon,1,1,0.671321409,iCell Cardiomyocytes,Peak Spacing - 15 min
Heptachlor epoxide,1,1,0.742104465,iCell Cardiomyocytes,Peak Spacing - 15 min
Pentachlorophenol,1,1,0.69344546,iCell Cardiomyocytes,Peak Spacing - 15 min
Dibutyl phthalate,1,1,0.980129257,iCell Cardiomyocytes,Peak Spacing - 15 min
Chlorpyrifos,1,1,0.887555663,iCell Cardiomyocytes,Peak Spacing - 15 min
Di(2-ethylhexyl) phthalate,1,1,0.748810228,iCell Cardiomyocytes,Peak Spacing - 15 min
"2,4,6-Trichlorophenol",1,1,0.961129594,iCell Cardiomyocytes,Peak Spacing - 15 min
Ethion,1,1,0.808118979,iCell Cardiomyocytes,Peak Spacing - 15 min
Azinphos-methyl,1,1,0.95290615,iCell Cardiomyocytes,Peak Spacing - 15 min
"2,4,5-Trichlorophenol",1,1,0.852270575,iCell Cardiomyocytes,Peak Spacing - 15 min
Parathion,1,1,1.027778107,iCell Cardiomyocytes,Peak Spacing - 15 min
Benzo(b)fluoranthene,1,1,0.838518439,iCell Cardiomyocytes,Peak Spacing - 15 min
Trifluralin,1,1,1.057072132,iCell Cardiomyocytes,Peak Spacing - 15 min
Acenaphthene,1,1,0.994315671,iCell Cardiomyocytes,Peak Spacing - 15 min
"p,p'-DDD",1,1,1.334726291,iCell Cardiomyocytes,Peak Spacing - 15 min
Benzidine,1,1,1.019648555,iCell Cardiomyocytes,Peak Spacing - 15 min
Endosulfan,1,1,1.032314996,iCell Cardiomyocytes,Peak Spacing - 15 min
Methoxychlor,1,1,0.82078542,iCell Cardiomyocytes,Peak Spacing - 15 min
"2,4-Dinitrophenol",1,1,1.24075396,iCell Cardiomyocytes,Peak Spacing - 15 min
"2,4-Dinitrotoluene",1,1,1.062184769,iCell Cardiomyocytes,Peak Spacing - 15 min
Dicofol,1,1,1.549938183,iCell Cardiomyocytes,Peak Spacing - 15 min
p-Cresol,1,1,0.999002255,iCell Cardiomyocytes,Peak Spacing - 15 min
"o,p'-DDT",1,1,1.185578941,iCell Cardiomyocytes,Peak Spacing - 15 min
"2-Methyl-4,6-dinitrophenol",1,1,1.153797687,iCell Cardiomyocytes,Peak Spacing - 15 min
"1,2,3-Trichlorobenzene",1,1,1.273061831,iCell Cardiomyocytes,Peak Spacing - 15 min
Lead nitrate,1,1,1.027501748,iCell Cardiomyocytes,Peak Spacing - 15 min
Cadmium chloride,1,1,1.082911673,iCell Cardiomyocytes,Peak Spacing - 15 min
Zinc chloride,1,1,1.0726864,iCell Cardiomyocytes,Peak Spacing - 15 min
Mercuric chloride,1,1,2.108810541,iCell Cardiomyocytes,Peak Spacing - 15 min
Potassium chromate (VI),1,1,1.119004123,iCell Cardiomyocytes,Peak Spacing - 15 min
Cobalt chloride,1,1,0.975316009,iCell Cardiomyocytes,Peak Spacing - 15 min
Nickel chloride,1,1,1.145755648,iCell Cardiomyocytes,Peak Spacing - 15 min
Benz(a)anthracene,2,1,0.857273664,iCell Cardiomyocytes,Peak Spacing - 15 min
Naphthalene,2,1,0.955767137,iCell Cardiomyocytes,Peak Spacing - 15 min
Fluoranthene,2,1,1.014641998,iCell Cardiomyocytes,Peak Spacing - 15 min
"p,p'-DDT",2,1,0.987330138,iCell Cardiomyocytes,Peak Spacing - 15 min
Dieldrin,2,1,0.966064566,iCell Cardiomyocytes,Peak Spacing - 15 min
Aldrin,2,1,0.715041231,iCell Cardiomyocytes,Peak Spacing - 15 min
Heptachlor,2,1,0.807815568,iCell Cardiomyocytes,Peak Spacing - 15 min
Lindane,2,1,1.052981181,iCell Cardiomyocytes,Peak Spacing - 15 min
Disulfoton,2,1,0.993741373,iCell Cardiomyocytes,Peak Spacing - 15 min
Endrin,2,1,0.774156586,iCell Cardiomyocytes,Peak Spacing - 15 min
Diazinon,2,1,0.901236416,iCell Cardiomyocytes,Peak Spacing - 15 min
Heptachlor epoxide,2,1,0.862769008,iCell Cardiomyocytes,Peak Spacing - 15 min
Pentachlorophenol,2,1,1.369781657,iCell Cardiomyocytes,Peak Spacing - 15 min
Dibutyl phthalate,2,1,1.196336389,iCell Cardiomyocytes,Peak Spacing - 15 min
Chlorpyrifos,2,1,1.372901791,iCell Cardiomyocytes,Peak Spacing - 15 min
Di(2-ethylhexyl) phthalate,2,1,1.254037501,iCell Cardiomyocytes,Peak Spacing - 15 min
"2,4,6-Trichlorophenol",2,1,1.541334085,iCell Cardiomyocytes,Peak Spacing - 15 min
Ethion,2,1,0.917299729,iCell Cardiomyocytes,Peak Spacing - 15 min
Azinphos-methyl,2,1,0.963352121,iCell Cardiomyocytes,Peak Spacing - 15 min
"2,4,5-Trichlorophenol",2,1,1.560677695,iCell Cardiomyocytes,Peak Spacing - 15 min
Parathion,2,1,1.038620016,iCell Cardiomyocytes,Peak Spacing - 15 min
Benzo(b)fluoranthene,2,1,1.00976946,iCell Cardiomyocytes,Peak Spacing - 15 min
Trifluralin,2,1,0.913655893,iCell Cardiomyocytes,Peak Spacing - 15 min
Acenaphthene,2,1,0.957305833,iCell Cardiomyocytes,Peak Spacing - 15 min
"p,p'-DDD",2,1,1.00976946,iCell Cardiomyocytes,Peak Spacing - 15 min
Benzidine,2,1,0.80896959,iCell Cardiomyocytes,Peak Spacing - 15 min
Endosulfan,2,1,0.800602929,iCell Cardiomyocytes,Peak Spacing - 15 min
Methoxychlor,2,1,0.574353372,iCell Cardiomyocytes,Peak Spacing - 15 min
"2,4-Dinitrophenol",2,1,0.860438982,iCell Cardiomyocytes,Peak Spacing - 15 min
"2,4-Dinitrotoluene",2,1,0.793762141,iCell Cardiomyocytes,Peak Spacing - 15 min
Dicofol,2,1,1.30566931,iCell Cardiomyocytes,Peak Spacing - 15 min
p-Cresol,2,1,0.945351347,iCell Cardiomyocytes,Peak Spacing - 15 min
"o,p'-DDT",2,1,0.923217792,iCell Cardiomyocytes,Peak Spacing - 15 min
"2-Methyl-4,6-dinitrophenol",2,1,0.92025876,iCell Cardiomyocytes,Peak Spacing - 15 min
"1,2,3-Trichlorobenzene",2,1,1.003358225,iCell Cardiomyocytes,Peak Spacing - 15 min
Lead nitrate,2,1,0.911381666,iCell Cardiomyocytes,Peak Spacing - 15 min
Cadmium chloride,2,1,0.960146503,iCell Cardiomyocytes,Peak Spacing - 15 min
Zinc chloride,2,1,1.169409203,iCell Cardiomyocytes,Peak Spacing - 15 min
Mercuric chloride,2,1,2.050466716,iCell Cardiomyocytes,Peak Spacing - 15 min
Potassium chromate (VI),2,1,1.068414772,iCell Cardiomyocytes,Peak Spacing - 15 min
Cobalt chloride,2,1,1.15402224,iCell Cardiomyocytes,Peak Spacing - 15 min
Nickel chloride,2,1,1.401752347,iCell Cardiomyocytes,Peak Spacing - 15 min
Benz(a)anthracene,1,10,0.539458244,iCell Cardiomyocytes,Peak Spacing - 15 min
Naphthalene,1,10,0.688947762,iCell Cardiomyocytes,Peak Spacing - 15 min
Fluoranthene,1,10,0.393258469,iCell Cardiomyocytes,Peak Spacing - 15 min
"p,p'-DDT",1,10,0.784971057,iCell Cardiomyocytes,Peak Spacing - 15 min
Dieldrin,1,10,0.659988277,iCell Cardiomyocytes,Peak Spacing - 15 min
Aldrin,1,10,0.539083758,iCell Cardiomyocytes,Peak Spacing - 15 min
Heptachlor,1,10,0.311064242,iCell Cardiomyocytes,Peak Spacing - 15 min
Lindane,1,10,1.067435585,iCell Cardiomyocytes,Peak Spacing - 15 min
Disulfoton,1,10,0.861824691,iCell Cardiomyocytes,Peak Spacing - 15 min
Endrin,1,10,0.523661098,iCell Cardiomyocytes,Peak Spacing - 15 min
Diazinon,1,10,0.422258306,iCell Cardiomyocytes,Peak Spacing - 15 min
Heptachlor epoxide,1,10,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Pentachlorophenol,1,10,0.842369037,iCell Cardiomyocytes,Peak Spacing - 15 min
Dibutyl phthalate,1,10,0.872681641,iCell Cardiomyocytes,Peak Spacing - 15 min
Chlorpyrifos,1,10,0.725295352,iCell Cardiomyocytes,Peak Spacing - 15 min
Di(2-ethylhexyl) phthalate,1,10,0.844127863,iCell Cardiomyocytes,Peak Spacing - 15 min
"2,4,6-Trichlorophenol",1,10,1.226618212,iCell Cardiomyocytes,Peak Spacing - 15 min
Ethion,1,10,0.390588356,iCell Cardiomyocytes,Peak Spacing - 15 min
Azinphos-methyl,1,10,0.632381148,iCell Cardiomyocytes,Peak Spacing - 15 min
"2,4,5-Trichlorophenol",1,10,1.06081449,iCell Cardiomyocytes,Peak Spacing - 15 min
Parathion,1,10,0.720914253,iCell Cardiomyocytes,Peak Spacing - 15 min
Benzo(b)fluoranthene,1,10,0.913386852,iCell Cardiomyocytes,Peak Spacing - 15 min
Trifluralin,1,10,0.661988241,iCell Cardiomyocytes,Peak Spacing - 15 min
Acenaphthene,1,10,1.111404258,iCell Cardiomyocytes,Peak Spacing - 15 min
"p,p'-DDD",1,10,0.967521275,iCell Cardiomyocytes,Peak Spacing - 15 min
Benzidine,1,10,0.918823679,iCell Cardiomyocytes,Peak Spacing - 15 min
Endosulfan,1,10,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Methoxychlor,1,10,0.5027603,iCell Cardiomyocytes,Peak Spacing - 15 min
"2,4-Dinitrophenol",1,10,1.056001242,iCell Cardiomyocytes,Peak Spacing - 15 min
"2,4-Dinitrotoluene",1,10,0.914906825,iCell Cardiomyocytes,Peak Spacing - 15 min
Dicofol,1,10,1.620508358,iCell Cardiomyocytes,Peak Spacing - 15 min
p-Cresol,1,10,1.105780358,iCell Cardiomyocytes,Peak Spacing - 15 min
"o,p'-DDT",1,10,0.777846183,iCell Cardiomyocytes,Peak Spacing - 15 min
"2-Methyl-4,6-dinitrophenol",1,10,1.048148048,iCell Cardiomyocytes,Peak Spacing - 15 min
"1,2,3-Trichlorobenzene",1,10,1.153203516,iCell Cardiomyocytes,Peak Spacing - 15 min
Lead nitrate,1,10,0.945540127,iCell Cardiomyocytes,Peak Spacing - 15 min
Cadmium chloride,1,10,0.769106338,iCell Cardiomyocytes,Peak Spacing - 15 min
Zinc chloride,1,10,1.11915612,iCell Cardiomyocytes,Peak Spacing - 15 min
Mercuric chloride,1,10,0.229961432,iCell Cardiomyocytes,Peak Spacing - 15 min
Potassium chromate (VI),1,10,1.166579278,iCell Cardiomyocytes,Peak Spacing - 15 min
Cobalt chloride,1,10,1.006982113,iCell Cardiomyocytes,Peak Spacing - 15 min
Nickel chloride,1,10,1.192841034,iCell Cardiomyocytes,Peak Spacing - 15 min
Benz(a)anthracene,2,10,0.942510676,iCell Cardiomyocytes,Peak Spacing - 15 min
Naphthalene,2,10,0.836025,iCell Cardiomyocytes,Peak Spacing - 15 min
Fluoranthene,2,10,0.609983184,iCell Cardiomyocytes,Peak Spacing - 15 min
"p,p'-DDT",2,10,0.932094886,iCell Cardiomyocytes,Peak Spacing - 15 min
Dieldrin,2,10,0.538543712,iCell Cardiomyocytes,Peak Spacing - 15 min
Aldrin,2,10,0.521618052,iCell Cardiomyocytes,Peak Spacing - 15 min
Heptachlor,2,10,0.42001446,iCell Cardiomyocytes,Peak Spacing - 15 min
Lindane,2,10,0.833460507,iCell Cardiomyocytes,Peak Spacing - 15 min
Disulfoton,2,10,0.899545541,iCell Cardiomyocytes,Peak Spacing - 15 min
Endrin,2,10,0.664486006,iCell Cardiomyocytes,Peak Spacing - 15 min
Diazinon,2,10,0.428700649,iCell Cardiomyocytes,Peak Spacing - 15 min
Heptachlor epoxide,2,10,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Pentachlorophenol,2,10,1.046698171,iCell Cardiomyocytes,Peak Spacing - 15 min
Dibutyl phthalate,2,10,0.719169563,iCell Cardiomyocytes,Peak Spacing - 15 min
Chlorpyrifos,2,10,0.388068263,iCell Cardiomyocytes,Peak Spacing - 15 min
Di(2-ethylhexyl) phthalate,2,10,0.463642173,iCell Cardiomyocytes,Peak Spacing - 15 min
"2,4,6-Trichlorophenol",2,10,1.34635928,iCell Cardiomyocytes,Peak Spacing - 15 min
Ethion,2,10,0.385773149,iCell Cardiomyocytes,Peak Spacing - 15 min
Azinphos-methyl,2,10,0.537710251,iCell Cardiomyocytes,Peak Spacing - 15 min
"2,4,5-Trichlorophenol",2,10,0.921679095,iCell Cardiomyocytes,Peak Spacing - 15 min
Parathion,2,10,0.664068938,iCell Cardiomyocytes,Peak Spacing - 15 min
Benzo(b)fluoranthene,2,10,1.073881806,iCell Cardiomyocytes,Peak Spacing - 15 min
Trifluralin,2,10,0.771752373,iCell Cardiomyocytes,Peak Spacing - 15 min
Acenaphthene,2,10,1.293466594,iCell Cardiomyocytes,Peak Spacing - 15 min
"p,p'-DDD",2,10,0.830896013,iCell Cardiomyocytes,Peak Spacing - 15 min
Benzidine,2,10,1.087578535,iCell Cardiomyocytes,Peak Spacing - 15 min
Endosulfan,2,10,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Methoxychlor,2,10,0.486512981,iCell Cardiomyocytes,Peak Spacing - 15 min
"2,4-Dinitrophenol",2,10,1.064917735,iCell Cardiomyocytes,Peak Spacing - 15 min
"2,4-Dinitrotoluene",2,10,1.082263039,iCell Cardiomyocytes,Peak Spacing - 15 min
Dicofol,2,10,1.401923313,iCell Cardiomyocytes,Peak Spacing - 15 min
p-Cresol,2,10,1.37751788,iCell Cardiomyocytes,Peak Spacing - 15 min
"o,p'-DDT",2,10,0.951269409,iCell Cardiomyocytes,Peak Spacing - 15 min
"2-Methyl-4,6-dinitrophenol",2,10,1.288572685,iCell Cardiomyocytes,Peak Spacing - 15 min
"1,2,3-Trichlorobenzene",2,10,1.37040141,iCell Cardiomyocytes,Peak Spacing - 15 min
Lead nitrate,2,10,1.522210288,iCell Cardiomyocytes,Peak Spacing - 15 min
Cadmium chloride,2,10,0.79858339,iCell Cardiomyocytes,Peak Spacing - 15 min
Zinc chloride,2,10,1.516962234,iCell Cardiomyocytes,Peak Spacing - 15 min
Mercuric chloride,2,10,0.184959729,iCell Cardiomyocytes,Peak Spacing - 15 min
Potassium chromate (VI),2,10,1.743855828,iCell Cardiomyocytes,Peak Spacing - 15 min
Cobalt chloride,2,10,0.987330138,iCell Cardiomyocytes,Peak Spacing - 15 min
Nickel chloride,2,10,1.310114433,iCell Cardiomyocytes,Peak Spacing - 15 min
Benz(a)anthracene,1,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Naphthalene,1,100,0.605238773,iCell Cardiomyocytes,Peak Spacing - 15 min
Fluoranthene,1,100,0.305762011,iCell Cardiomyocytes,Peak Spacing - 15 min
"p,p'-DDT",1,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Dieldrin,1,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Aldrin,1,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Heptachlor,1,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Lindane,1,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Disulfoton,1,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Endrin,1,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Diazinon,1,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Heptachlor epoxide,1,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Pentachlorophenol,1,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Dibutyl phthalate,1,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Chlorpyrifos,1,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Di(2-ethylhexyl) phthalate,1,100,0.579524251,iCell Cardiomyocytes,Peak Spacing - 15 min
"2,4,6-Trichlorophenol",1,100,2.036257164,iCell Cardiomyocytes,Peak Spacing - 15 min
Ethion,1,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Azinphos-methyl,1,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
"2,4,5-Trichlorophenol",1,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Parathion,1,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Benzo(b)fluoranthene,1,100,1.200778671,iCell Cardiomyocytes,Peak Spacing - 15 min
Trifluralin,1,100,0.46478603,iCell Cardiomyocytes,Peak Spacing - 15 min
Acenaphthene,1,100,0.421669929,iCell Cardiomyocytes,Peak Spacing - 15 min
"p,p'-DDD",1,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Benzidine,1,100,1.014961971,iCell Cardiomyocytes,Peak Spacing - 15 min
Endosulfan,1,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Methoxychlor,1,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
"2,4-Dinitrophenol",1,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
"2,4-Dinitrotoluene",1,100,0.489606688,iCell Cardiomyocytes,Peak Spacing - 15 min
Dicofol,1,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
p-Cresol,1,100,1.158979413,iCell Cardiomyocytes,Peak Spacing - 15 min
"o,p'-DDT",1,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
"2-Methyl-4,6-dinitrophenol",1,100,0.973669371,iCell Cardiomyocytes,Peak Spacing - 15 min
"1,2,3-Trichlorobenzene",1,100,0.932503436,iCell Cardiomyocytes,Peak Spacing - 15 min
Lead nitrate,1,100,0.709320734,iCell Cardiomyocytes,Peak Spacing - 15 min
Cadmium chloride,1,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Zinc chloride,1,100,1.204578603,iCell Cardiomyocytes,Peak Spacing - 15 min
Mercuric chloride,1,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Potassium chromate (VI),1,100,1.514544526,iCell Cardiomyocytes,Peak Spacing - 15 min
Cobalt chloride,1,100,0.432584316,iCell Cardiomyocytes,Peak Spacing - 15 min
Nickel chloride,1,100,0.967462815,iCell Cardiomyocytes,Peak Spacing - 15 min
Benz(a)anthracene,2,100,0.984346,iCell Cardiomyocytes,Peak Spacing - 15 min
Naphthalene,2,100,0.882002712,iCell Cardiomyocytes,Peak Spacing - 15 min
Fluoranthene,2,100,0.339302265,iCell Cardiomyocytes,Peak Spacing - 15 min
"p,p'-DDT",2,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Dieldrin,2,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Aldrin,2,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Heptachlor,2,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Lindane,2,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Disulfoton,2,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Endrin,2,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Diazinon,2,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Heptachlor epoxide,2,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Pentachlorophenol,2,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Dibutyl phthalate,2,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Chlorpyrifos,2,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Di(2-ethylhexyl) phthalate,2,100,0.662044338,iCell Cardiomyocytes,Peak Spacing - 15 min
"2,4,6-Trichlorophenol",2,100,2.144557996,iCell Cardiomyocytes,Peak Spacing - 15 min
Ethion,2,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Azinphos-methyl,2,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
"2,4,5-Trichlorophenol",2,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Parathion,2,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Benzo(b)fluoranthene,2,100,0.86551668,iCell Cardiomyocytes,Peak Spacing - 15 min
Trifluralin,2,100,0.662044338,iCell Cardiomyocytes,Peak Spacing - 15 min
Acenaphthene,2,100,0.399268381,iCell Cardiomyocytes,Peak Spacing - 15 min
"p,p'-DDD",2,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Benzidine,2,100,0.701987454,iCell Cardiomyocytes,Peak Spacing - 15 min
Endosulfan,2,100,0.291253232,iCell Cardiomyocytes,Peak Spacing - 15 min
Methoxychlor,2,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
"2,4-Dinitrophenol",2,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
"2,4-Dinitrotoluene",2,100,0.414726742,iCell Cardiomyocytes,Peak Spacing - 15 min
Dicofol,2,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
p-Cresol,2,100,1.057783779,iCell Cardiomyocytes,Peak Spacing - 15 min
"o,p'-DDT",2,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
"2-Methyl-4,6-dinitrophenol",2,100,0.776560799,iCell Cardiomyocytes,Peak Spacing - 15 min
"1,2,3-Trichlorobenzene",2,100,1.188642907,iCell Cardiomyocytes,Peak Spacing - 15 min
Lead nitrate,2,100,1.363092602,iCell Cardiomyocytes,Peak Spacing - 15 min
Cadmium chloride,2,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Zinc chloride,2,100,1.322765936,iCell Cardiomyocytes,Peak Spacing - 15 min
Mercuric chloride,2,100,0,iCell Cardiomyocytes,Peak Spacing - 15 min
Potassium chromate (VI),2,100,1.788888341,iCell Cardiomyocytes,Peak Spacing - 15 min
Cobalt chloride,2,100,0.660019737,iCell Cardiomyocytes,Peak Spacing - 15 min
Nickel chloride,2,100,1.262927746,iCell Cardiomyocytes,Peak Spacing - 15 min
Benz(a)anthracene,1,0.01,0.942967889,iCell Cardiomyocytes,Peak Spacing - 90 min
Naphthalene,1,0.01,0.945646834,iCell Cardiomyocytes,Peak Spacing - 90 min
Fluoranthene,1,0.01,0.97281932,iCell Cardiomyocytes,Peak Spacing - 90 min
"p,p'-DDT",1,0.01,0.98109613,iCell Cardiomyocytes,Peak Spacing - 90 min
Dieldrin,1,0.01,0.861625026,iCell Cardiomyocytes,Peak Spacing - 90 min
Aldrin,1,0.01,0.847294247,iCell Cardiomyocytes,Peak Spacing - 90 min
Heptachlor,1,0.01,0.956148021,iCell Cardiomyocytes,Peak Spacing - 90 min
Lindane,1,0.01,0.972387828,iCell Cardiomyocytes,Peak Spacing - 90 min
Disulfoton,1,0.01,0.89834111,iCell Cardiomyocytes,Peak Spacing - 90 min
Endrin,1,0.01,0.839861841,iCell Cardiomyocytes,Peak Spacing - 90 min
Diazinon,1,0.01,0.929033221,iCell Cardiomyocytes,Peak Spacing - 90 min
Heptachlor epoxide,1,0.01,0.839448929,iCell Cardiomyocytes,Peak Spacing - 90 min
Pentachlorophenol,1,0.01,1.024661176,iCell Cardiomyocytes,Peak Spacing - 90 min
Dibutyl phthalate,1,0.01,0.997924335,iCell Cardiomyocytes,Peak Spacing - 90 min
Chlorpyrifos,1,0.01,0.982625967,iCell Cardiomyocytes,Peak Spacing - 90 min
Di(2-ethylhexyl) phthalate,1,0.01,0.920615657,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4,6-Trichlorophenol",1,0.01,0.922055504,iCell Cardiomyocytes,Peak Spacing - 90 min
Ethion,1,0.01,1.037213683,iCell Cardiomyocytes,Peak Spacing - 90 min
Azinphos-methyl,1,0.01,1.081039866,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4,5-Trichlorophenol",1,0.01,0.967915997,iCell Cardiomyocytes,Peak Spacing - 90 min
Parathion,1,0.01,1.032219578,iCell Cardiomyocytes,Peak Spacing - 90 min
Benzo(b)fluoranthene,1,0.01,0.891751043,iCell Cardiomyocytes,Peak Spacing - 90 min
Trifluralin,1,0.01,1.038944136,iCell Cardiomyocytes,Peak Spacing - 90 min
Acenaphthene,1,0.01,0.87731566,iCell Cardiomyocytes,Peak Spacing - 90 min
"p,p'-DDD",1,0.01,0.979095574,iCell Cardiomyocytes,Peak Spacing - 90 min
Benzidine,1,0.01,0.876060409,iCell Cardiomyocytes,Peak Spacing - 90 min
Endosulfan,1,0.01,0.910979762,iCell Cardiomyocytes,Peak Spacing - 90 min
Methoxychlor,1,0.01,0.834906904,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4-Dinitrophenol",1,0.01,0.998865773,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4-Dinitrotoluene",1,0.01,1.013614969,iCell Cardiomyocytes,Peak Spacing - 90 min
Dicofol,1,0.01,1.182603099,iCell Cardiomyocytes,Peak Spacing - 90 min
p-Cresol,1,0.01,1.026167476,iCell Cardiomyocytes,Peak Spacing - 90 min
"o,p'-DDT",1,0.01,0.994786208,iCell Cardiomyocytes,Peak Spacing - 90 min
"2-Methyl-4,6-dinitrophenol",1,0.01,1.049030972,iCell Cardiomyocytes,Peak Spacing - 90 min
"1,2,3-Trichlorobenzene",1,0.01,1.060866193,iCell Cardiomyocytes,Peak Spacing - 90 min
Lead nitrate,1,0.01,1.050644866,iCell Cardiomyocytes,Peak Spacing - 90 min
Cadmium chloride,1,0.01,1.094488981,iCell Cardiomyocytes,Peak Spacing - 90 min
Zinc chloride,1,0.01,1.007338715,iCell Cardiomyocytes,Peak Spacing - 90 min
Mercuric chloride,1,0.01,1.365085175,iCell Cardiomyocytes,Peak Spacing - 90 min
Potassium chromate (VI),1,0.01,1.054410618,iCell Cardiomyocytes,Peak Spacing - 90 min
Cobalt chloride,1,0.01,0.882545871,iCell Cardiomyocytes,Peak Spacing - 90 min
Nickel chloride,1,0.01,0.963444166,iCell Cardiomyocytes,Peak Spacing - 90 min
Benz(a)anthracene,2,0.01,1.032606082,iCell Cardiomyocytes,Peak Spacing - 90 min
Naphthalene,2,0.01,0.96080934,iCell Cardiomyocytes,Peak Spacing - 90 min
Fluoranthene,2,0.01,1.104930742,iCell Cardiomyocytes,Peak Spacing - 90 min
"p,p'-DDT",2,0.01,0.984460032,iCell Cardiomyocytes,Peak Spacing - 90 min
Dieldrin,2,0.01,0.891002846,iCell Cardiomyocytes,Peak Spacing - 90 min
Aldrin,2,0.01,1.059096156,iCell Cardiomyocytes,Peak Spacing - 90 min
Heptachlor,2,0.01,1.046796497,iCell Cardiomyocytes,Peak Spacing - 90 min
Lindane,2,0.01,1.065918471,iCell Cardiomyocytes,Peak Spacing - 90 min
Disulfoton,2,0.01,1.088159218,iCell Cardiomyocytes,Peak Spacing - 90 min
Endrin,2,0.01,1.06264376,iCell Cardiomyocytes,Peak Spacing - 90 min
Diazinon,2,0.01,1.137689223,iCell Cardiomyocytes,Peak Spacing - 90 min
Heptachlor epoxide,2,0.01,1.125681949,iCell Cardiomyocytes,Peak Spacing - 90 min
Pentachlorophenol,2,0.01,1.310194555,iCell Cardiomyocytes,Peak Spacing - 90 min
Dibutyl phthalate,2,0.01,1.215376783,iCell Cardiomyocytes,Peak Spacing - 90 min
Chlorpyrifos,2,0.01,1.334785899,iCell Cardiomyocytes,Peak Spacing - 90 min
Di(2-ethylhexyl) phthalate,2,0.01,1.343654908,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4,6-Trichlorophenol",2,0.01,1.569420467,iCell Cardiomyocytes,Peak Spacing - 90 min
Ethion,2,0.01,1.468313761,iCell Cardiomyocytes,Peak Spacing - 90 min
Azinphos-methyl,2,0.01,1.483095443,iCell Cardiomyocytes,Peak Spacing - 90 min
"2,4,5-Trichlorophenol",2,0.01,1.539660014,iCell Cardiomyocytes,Peak Spacing - 90 min
Parathion,2,0.01,1.018415667,iCell Cardiomyocytes,Peak Spacing - 90 min
Benzo(b)fluoranthene,2,0.01,1.029438579,iCell Cardiomyocytes,Peak Spacing - 90 min
